"SYSTEM","PARENTID","DEPARTMENT","DESCRIPTION","SYNTURF_Location","System_Type","Turf_Type","Infill_Material","JOP","Maint_By","Maint_By_Spec","Construction_Entity","Construction_Entity_Spec","Contract_Type","Contract_Number","Commission_Date","RETIRED","Borough","Shape","FeatureStatus"
"M208D-SYNTURF-0039","M208D","M-11","Harlem River Park","East 128th Streeth and 3rd Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M208-206M","06/28/2007","False","M","MULTIPOLYGON (((-73.93375480458981 40.80550283790556, -73.93327619031888 40.805298725907754, -73.93311247202953 40.80545265412364, -73.93274882313119 40.805650836813776, -73.93274363473395 40.80569193614575, -73.93278400300653 40.805733838278165, -73.93281160153863 40.80573853425765, -73.93287130110336 40.80580050172793, -73.93284849768953 40.80581318547745, -73.93321704675809 40.80619573414794, -73.93333667969665 40.8061671837444, -73.93346159082857 40.806175540494365, -73.93398971760656 40.806724891545656, -73.93406821149784 40.806657677333504, -73.93448303556131 40.8060844835879, -73.93445901155815 40.80607444558235, -73.93451245650515 40.80600059545184, -73.93453573539168 40.80599945243319, -73.9345676581224 40.80595640511341, -73.9345481643087 40.80590949788318, -73.93450409246925 40.80589058129338, -73.9344609416969 40.80589430914734, -73.93437290472797 40.80585652006913, -73.93438544429524 40.80583965276405, -73.93372103730061 40.80555446209298, -73.93375480458981 40.80550283790556)))","Removed"
"M200-SYNTURF-0038","M200","M-07","Booker T. Washington Playground","Amsterdam Avenue and West 107th Street","Field Group","Infill","Rubber Crumb","true","DPR","NULL","DPR","NULL","Capital","M200-105M","08/25/2006","False","M","MULTIPOLYGON (((-73.96418071208763 40.800780555650896, -73.96359782179158 40.800540269363594, -73.96325269457894 40.80100739013757, -73.96378657015461 40.801226886449314, -73.96380912315267 40.80120115546779, -73.96382516350634 40.80120773324532, -73.96389507116413 40.801192409757675, -73.9639294101206 40.801142897561235, -73.96394310209403 40.801148882059195, -73.96401882747438 40.80105137986893, -73.96400002390668 40.80103563507503, -73.96418071208763 40.800780555650896)))","Removed"
"M194-SYNTURF-0035","M194","M-03","Alfred E. Smith Playground","Cherry Street and Catherine Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","MG-703M","11/02/2005","False","M","MULTIPOLYGON (((-73.99773111401291 40.710475912713804, -73.99767900578756 40.71029023984093, -73.99738094497282 40.71032952363563, -73.99736489186104 40.710336825511995, -73.99736347358623 40.71035101572989, -73.99739036239001 40.71042228097196, -73.99742749965723 40.710520701341444, -73.99773111401291 40.710475912713804)))","Active"
"M187-SYNTURF-0034","M187","M-11","Marx Brothers Playground","East 96th Street and 2nd Avenue","Field Group","Infill","Rubber Crumb","true","DPR","NULL","DPR","NULL","Capital","MG-200M","06/06/2001","False","M","MULTIPOLYGON (((-73.94610173171755 40.78457397234469, -73.9461384675369 40.78456369228488, -73.9463943256515 40.78421627922348, -73.946390669252 40.78419908604746, -73.94632640855001 40.78417346208142, -73.9463180666381 40.78416654774701, -73.94629851147555 40.78412137758231, -73.94628777167753 40.7841115742197, -73.94589905551436 40.78395459615755, -73.94586983804423 40.783960644614524, -73.94559154457744 40.78433539506851, -73.94560093002728 40.784358434328574, -73.94610173171755 40.78457397234469)))","Active"
"M165-SYNTURF-0033","M165","M-03","Baruch Playground","Stanton Street and Baruch Place","Field Group","Infill","Uncoated Sand","false","DPR","NULL","DPR","NULL","Capital","MG-718M","05/31/2019","False","M","MULTIPOLYGON (((-73.97690654027666 40.71798297977326, -73.97722058479273 40.71736219920487, -73.97644504684708 40.71714119934827, -73.97617131265832 40.71774355273081, -73.97620817612818 40.717799906167336, -73.97686975471359 40.71799343541423, -73.97690654027666 40.71798297977326)))","Removed"
"M164-SYNTURF-0032","M164","M-06","Asser Levy Playground","Asser Levy Place and East 25th Street","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","M164-113M","10/01/2014","False","M","MULTIPOLYGON (((-73.97583679032742 40.736679635686755, -73.97571883102808 40.73663051159411, -73.9755631287813 40.73684683283682, -73.97542935290755 40.73702557495546, -73.97554902062187 40.737075797423415, -73.97583679032742 40.736679635686755)))","Active"
"M144-SYNTURF-0031","M144","M-03","East River Park - Track Field","FDR Drive and East 6th Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","Other","Challenge America","Unknown","NULL","12/18/2001","False","M","MULTIPOLYGON (((-73.9738737137826 40.721327993743415, -73.97387686815429 40.72124019567318, -73.97384913094325 40.72115493813122, -73.97379865791378 40.72109450696277, -73.97373085770072 40.72104485272092, -73.97364956403061 40.72100878314134, -73.9735593743117 40.72098833710482, -73.97346539048148 40.72098467292147, -73.97337292670522 40.720997995326336, -73.97328721231544 40.72102755361084, -73.97321309473631 40.72107167396985, -73.97315131739755 40.7211387745629, -73.9731149275261 40.72121588031204, -73.97291331662824 40.722063200851, -73.97290956774272 40.72216609128477, -73.97294971378643 40.72226438593205, -73.97299809138075 40.72231742558985, -73.97306044772343 40.72236121126113, -73.97313380923505 40.72239365394801, -73.9732146789339 40.722413207541905, -73.97329919975206 40.72241894000589, -73.97338334035582 40.722410576645174, -73.97346308808017 40.722388517262566, -73.9735346406954 40.72235381368868, -73.97362378113395 40.722272757673544, -73.97367158855937 40.72217352796719, -73.9738737137826 40.721327993743415)))","Removed"
"M144-SYNTURF-0030","M144","M-03","East River Park - Baseball, Softball, Soccer","FDR Drive and East Houston Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","MG-703M","11/02/2005","False","M","MULTIPOLYGON (((-73.97355987630735 40.720364413685566, -73.9744171182814 40.71984070789816, -73.97442574268867 40.71977969847549, -73.97413258767052 40.71950681723532, -73.97427545954383 40.71911324359863, -73.97450800587231 40.718970825656214, -73.97451735756015 40.71887992935781, -73.97439851592893 40.71878130346183, -73.97449609241134 40.718503294481, -73.97383610373699 40.71839476551144, -73.97352805479507 40.71934188472309, -73.97335833807783 40.71991653562532, -73.97333966774079 40.72002479418952, -73.97335857938711 40.72013302813284, -73.97341377422651 40.72023381603604, -73.97350146888863 40.720320244663924, -73.97355987630735 40.720364413685566)))","Active"
"M144-SYNTURF-0029","M144","M-03","East River Park - Mini Soccer","FDR Drive and Grand Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M144-100M","10/18/2002","False","M","MULTIPOLYGON (((-73.97670604504228 40.713812877245694, -73.97689040327192 40.71345875982474, -73.9769530757423 40.71333837592993, -73.97670241433829 40.713260532169066, -73.97664107286188 40.71338095221929, -73.97646296614226 40.71373059408539, -73.97640692703168 40.71384060338512, -73.97665371619904 40.713913390631454, -73.97670604504228 40.713812877245694)))","Removed"
"M144-SYNTURF-0028","M144","M-03","East River Park - Softball (2), Soccer","FDR Drive and Grand Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M144-100M","10/18/2002","False","M","MULTIPOLYGON (((-73.97767061219398 40.71202703797885, -73.97768922848213 40.71192172956211, -73.97766323987584 40.71181732831409, -73.9776234608391 40.711734266483596, -73.97755954404933 40.711660442778005, -73.97747494498819 40.711599850698235, -73.97737424002537 40.71155576715676, -73.97726287677693 40.71153057683959, -73.97714687830803 40.7115256424843, -73.97703252010731 40.71154123097976, -73.97692598574403 40.71157649889118, -73.97679551977555 40.71168405488569, -73.97659877278309 40.711951335272175, -73.97644345790033 40.712233974804604, -73.97631507506766 40.71249809885884, -73.97636394155353 40.71253165562568, -73.97640013880064 40.71257348997047, -73.9764213363727 40.71262090890088, -73.976426170814 40.71267086031542, -73.97687623024095 40.71281733320132, -73.97690174272608 40.71277695402404, -73.97710486397364 40.712836358961496, -73.97716555815205 40.712815534101395, -73.97724451029082 40.71266349491421, -73.97729820607232 40.71267890784949, -73.9773815132612 40.71251505562525, -73.97751542836819 40.71226739910255, -73.97767061219398 40.71202703797885)))","Removed"
"M111-SYNTURF-0027","M111","M-11","James Weldon Johnson Playground","Lexington Avenue and East 115th Street","Field Group","Infill","Coated Sand","true","DPR","NULL","Unknown","NULL","Unknown","NULL",,"False","M","MULTIPOLYGON (((-73.94195781398044 40.79717570642939, -73.94186459041609 40.79713686681981, -73.94176030503273 40.79728142993503, -73.94184104275983 40.797315066544755, -73.94185752329467 40.797314728166576, -73.94195781398044 40.79717570642939)))","Removed"
"M105-SYNTURF-0021","M105","M-03","Sara D. Roosevelt - Lion's Gate","Grand Street and Chrystie Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","M105-100M","04/09/2015","False","M","MULTIPOLYGON (((-73.99291908952962 40.71865286930525, -73.9932779458851 40.71875963095452, -73.99354104070876 40.71824691008415, -73.99317968070197 40.71814443732752, -73.99291908952962 40.71865286930525)))","Active"
"M104-SYNTURF-0020","M104","M-11R","Randall's Island - North of Icahn Stadium","North of Icahn Stadium","Field Group","Infill","Coated Sand","false","Other","Randall's Island Park Alliance","Unknown","NULL","Unknown","NULL","03/01/2016","False","M","MULTIPOLYGON (((-73.92416942808563 40.793496561499, -73.9241122383385 40.79346778979118, -73.92387994367725 40.79373448550322, -73.92380787993123 40.793697507466874, -73.92348610974157 40.79407374219355, -73.92357384059025 40.79411668672744, -73.9235761859068 40.79420405482524, -73.9239742630867 40.794404454276005, -73.92393357875207 40.794451960342, -73.92424847053015 40.79460941758367, -73.92429084673444 40.794562985014984, -73.9247100812679 40.794770543976306, -73.92514422275234 40.79427048537675, -73.92400158118402 40.79369317156811, -73.92416942808563 40.793496561499)))","Active"
"M107-SYNTURF-0026","M107","M-11R","Wards Island - Fields 90, 91, 92","Sunken Garden Loop","Field Group","Infill","Coated Sand","false","Other","Randall's Island Park Alliance","Unknown","NULL","Unknown","NULL","04/01/2017","False","M","MULTIPOLYGON (((-73.93086188481878 40.785351576192554, -73.93048287876137 40.78545728859739, -73.93050910398131 40.785637863065794, -73.93047959937323 40.785818145474785, -73.93039596939995 40.785988332991906, -73.93026275977546 40.78613917379822, -73.93003930893708 40.786389733453895, -73.93109849952332 40.786826478954836, -73.93114815929624 40.786820218631654, -73.93155574040918 40.78626130320625, -73.93153644057604 40.786252332654506, -73.93186584620513 40.78580764325337, -73.93185709987804 40.785778094431, -73.93086188481878 40.785351576192554)))","Active"
"M047-SYNTURF-0013","M047","M-11","Thomas Jefferson Park","1st Avenue and East 114th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","M047-102M","12/01/2003","False","M","MULTIPOLYGON (((-73.93639676016423 40.794034349339704, -73.9354516843364 40.79363041153454, -73.93540719730478 40.793620107401175, -73.93536097956435 40.79362404729463, -73.93532060191927 40.79364158620058, -73.9352926775979 40.793669851640075, -73.9351294062615 40.793885625993894, -73.93511685770052 40.7939166564738, -73.93512175302911 40.79394890614416, -73.93514326813592 40.79397695082597, -73.93517778542797 40.79399607435656, -73.93611567137582 40.79440856605004, -73.93619990755504 40.79440525384167, -73.93626445985122 40.794363992615466, -73.93643175132085 40.79414456105666, -73.9364471497214 40.79411522764838, -73.93644584922478 40.79408366169639, -73.9364280652257 40.79405511863833, -73.93639676016423 40.794034349339704)))","Active"
"M037-SYNTURF-0009","M037","M-12A","Highbridge Park","W 193rd Street and Fort George Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M037-206M","11/19/2007","False","M","MULTIPOLYGON (((-73.92473789081843 40.857702739629715, -73.92453922185189 40.857313415922356, -73.92452856013057 40.857288882278795, -73.92449594926919 40.8571762122349, -73.92448121295875 40.857061398105785, -73.9241847818993 40.85709414454812, -73.9242040177445 40.85719620531709, -73.92410037887691 40.857235907362586, -73.92401748069811 40.85729760395831, -73.92406288482626 40.85773709318831, -73.92412064289609 40.85777459160653, -73.92430972489005 40.85777762799551, -73.92449644051142 40.85775478512228, -73.92473789081843 40.857702739629715)))","Active"
"M022-SYNTURF-0008","M022","M-04","De Witt Clinton Park","11th Avenue and West 53rd Street","Field Group","Infill","Uncoated Sand","false","DPR","NULL","DPR","NULL","Capital","MG-718M","07/24/2019","False","M","MULTIPOLYGON (((-73.99435702310447 40.76773527171626, -73.99415489996251 40.76767522055934, -73.9939308988285 40.767677808731555, -73.99371503295143 40.76772336084151, -73.99352131984718 40.76780891776776, -73.99336234075473 40.767928923338125, -73.99312188234504 40.768287119655035, -73.99315046319032 40.768350877910066, -73.99366741974062 40.76855297597464, -73.99373363092033 40.768539393698035, -73.99374830070913 40.76852072975831, -73.99408686325361 40.76866374939137, -73.99415418204889 40.76864853881977, -73.99469977135601 40.76790461239118, -73.99468414486911 40.767865001218766, -73.99435702310447 40.76773527171626)))","Removed"
"M015-SYNTURF-0006","M015","M-01","Columbus Park","Hogan Place and Baxter Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M015-104M","06/30/2005","False","M","MULTIPOLYGON (((-74.0003975465391 40.71545189281848, -74.0003861979812 40.71544124072115, -74.00039585876195 40.715431887988665, -74.00037157192646 40.715143921088846, -73.99984129928771 40.71517159606175, -73.99984835133127 40.71532555451487, -73.99981973681835 40.71536965246205, -73.99977043371386 40.71540145389471, -73.99979432583872 40.715458298650674, -73.99984490222967 40.7155039140774, -73.9999821494188 40.71555649407398, -74.00013539638903 40.715565070455405, -74.00028127714539 40.71552833657698, -74.0003975465391 40.71545189281848)))","Removed"
"M011-SYNTURF-0005","M011","M-04","Chelsea Park","10th Avenue and West 28th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","M011-109M","06/09/2011","False","M","MULTIPOLYGON (((-74.00200470075248 40.75021384115741, -74.0011183844302 40.74984163893848, -74.00104273707112 40.74985342907252, -74.00103533303138 40.74986318792267, -74.00079221337815 40.750183643903874, -74.00079083301091 40.75020915164466, -74.00081076654482 40.75022969294704, -74.00147166653139 40.75050828402001, -74.00160605179954 40.7505649303492, -74.00170780982457 40.75060824592032, -74.00177708729335 40.750593137085005, -74.00202091745524 40.750263903601095, -74.00202567940846 40.75024629502441, -74.00200470075248 40.75021384115741)))","Inactive"
"M003-SYNTURF-0001","M003","M-09","Annunciation Playground","Amsterdam Avenue and West 134th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","Other","Take The Field","Unknown","NULL","07/28/2003","False","M","MULTIPOLYGON (((-73.95225005541128 40.81844853576843, -73.95228680158817 40.81845021689868, -73.95231553804538 40.81843273663957, -73.95247866277495 40.81821275592623, -73.95248549905318 40.81818044982417, -73.95246203038677 40.81815301372413, -73.95213959720745 40.81801552938278, -73.95209468426364 40.81801081734273, -73.95206097153326 40.81803384884213, -73.95189901248143 40.818260021272636, -73.951895341828 40.81828750830185, -73.95191821128273 40.81830898928256, -73.95225005541128 40.81844853576843)))","Inactive"
"B529-SYNTURF-0066","B529","B-01","Bushwick Inlet Park","Kent Avenue and North 9th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","BG-38250","01/04/2010","False","B","MULTIPOLYGON (((-73.96069872804817 40.722298077544366, -73.96161052276896 40.72286967379714, -73.96205761031142 40.72245800370417, -73.96113890529483 40.72188816191957, -73.96069872804817 40.722298077544366)))","Removed"
"B275-SYNTURF-0056","B275","B-13","Grady Playground","Brighton 3rd Street and Shore Parkway","Field Group","Infill","Rubber Crumb","true","DOE","NULL","SCA","NULL","Unknown","NULL","10/01/2006","False","B","MULTIPOLYGON (((-73.96524122969866 40.583255487632485, -73.96534926871894 40.58279230433148, -73.96528530182533 40.582726166761816, -73.96440426720444 40.58260735672763, -73.96422690183385 40.58262705192912, -73.96445406773316 40.58384076824725, -73.96502146909447 40.583780276804, -73.96509667981043 40.583749956528955, -73.96514527914616 40.583696717009765, -73.96524122969866 40.583255487632485)))","Active"
"B270-SYNTURF-0055","B270","B-16","Brownsville Playground","Linden Boulevard and Christopher Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B270-107M","04/22/2008","False","B","MULTIPOLYGON (((-73.90173262895736 40.656748906067, -73.90180950747907 40.656784836627466, -73.90248821940797 40.65668021017436, -73.90252839064696 40.6566349635071, -73.9024583150245 40.65634880611864, -73.90237469384415 40.656051436545276, -73.90235289894645 40.65602168295801, -73.90165732197359 40.65647475932599, -73.90173262895736 40.656748906067)))","Active"
"B252-SYNTURF-0052","B252","B-13","West Playground","West Street and Avenue Y","Field Group","Infill","Uncoated Sand","false","DPR","NULL","DPR","NULL","Capital","CNYG-1508M","07/15/2010","False","B","MULTIPOLYGON (((-73.97042643559644 40.58744491338208, -73.9704203446476 40.587411520406185, -73.97039546715462 40.587275121622845, -73.97036026173761 40.587198723846, -73.9702984684279 40.587132863416905, -73.9702150070656 40.58708277991321, -73.97011651901296 40.58705245983155, -73.97001600639837 40.58704592556338, -73.96978655021088 40.58703100952132, -73.96974649784156 40.58704603772402, -73.96972933707507 40.587077456069395, -73.96976770620923 40.587286878393165, -73.96977415745046 40.58732209055625, -73.96979967434719 40.587332157012966, -73.96981993352362 40.58745486765662, -73.96980820939292 40.58746379956987, -73.96980016986618 40.5874640721167, -73.96980850173507 40.587509546235786, -73.96984474573928 40.58752933214798, -73.96989334033856 40.58752360315378, -73.96989547002846 40.587521109262, -73.96991132805616 40.58750254462311, -73.97006603919326 40.587485906438175, -73.97008488710992 40.58750102032856, -73.97011134200906 40.58749790059586, -73.97015424394677 40.58749284270141, -73.97022636851791 40.58748433976013, -73.97039632354306 40.587464302001536, -73.97040960476912 40.587462640354815, -73.97042643559644 40.58744491338208)))","Active"
"B250-SYNTURF-0051","B250","B-17","Nostrand Playground","Farragut Place and East 32nd Street","Field Group","Non-Infill","Not Applicable","true","DPR","NULL","DPR","NULL","Capital","CNYG-1508M PLANYC","07/27/2011","False","B","MULTIPOLYGON (((-73.94644740728734 40.63813219065233, -73.94721569495975 40.63808648615036, -73.94718598388627 40.63780231016962, -73.94716109442233 40.63754260979094, -73.9471137009086 40.63750877982089, -73.94638372370603 40.637551559515444, -73.94644740728734 40.63813219065233)))","Removed"
"B245-SYNTURF-0049","B245","B-08","St. John's Recreation Center","Bergen Street and Schenectady Avenue","Field Group","Infill","TPE","false","DPR","NULL","DPR","NULL","Capital","CNYG-808M PLANYC","12/09/2010","False","B","MULTIPOLYGON (((-73.9346234042747 40.67509563670397, -73.93465083900385 40.675089339678756, -73.93466329158457 40.67506969210776, -73.93472530927731 40.67441703841959, -73.93471493415312 40.6743879630016, -73.93468076601249 40.67437276452394, -73.93363309765866 40.674320290778695, -73.93361268621865 40.674326758209766, -73.93360374222577 40.67434215185882, -73.93356583578908 40.67476020946555, -73.93353945558653 40.67500323966981, -73.93355166985636 40.6750260297579, -73.93358013943904 40.67503769436012, -73.9346234042747 40.67509563670397)))","Active"
"B232-SYNTURF-0047","B232","B-08","Dean Playground","Dean Street and 6th Avenue","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","B232-106M","10/14/2009","False","B","MULTIPOLYGON (((-73.97348016307517 40.680787199957884, -73.97303043262605 40.68069609575359, -73.97302385487238 40.68068680270505, -73.97293453561505 40.68066745489178, -73.9728747331431 40.680699245173784, -73.97285485680305 40.68076440800501, -73.9728707282996 40.68077393648797, -73.97275652870042 40.68108675627221, -73.9733298889819 40.681208065596024, -73.97348016307517 40.680787199957884)))","Active"
"B224-SYNTURF-0046","B224","B-03","P.O. Reinaldo Salgado Playground","Monroe Street and Patchen Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B224-102M","10/07/2003","False","B","MULTIPOLYGON (((-73.92564656487617 40.687689017604924, -73.92575493252592 40.68822535343498, -73.92652828282726 40.68813512752777, -73.92642485789102 40.687599583533725, -73.92564656487617 40.687689017604924)))","Active"
"B214-SYNTURF-0043","B214","B-05","Linden Park - Brooklyn","Linden Boulevard and Vermont Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B214-103M","11/16/2005","False","B","MULTIPOLYGON (((-73.8881846364437 40.65924659992248, -73.88825804980047 40.65919757686077, -73.8879142023331 40.658737706521066, -73.88782843331273 40.658758667102155, -73.88675732441324 40.659219697346174, -73.8866970317774 40.65926054307145, -73.88703520941482 40.659723874848716, -73.88712144242218 40.659704929772424, -73.8881846364437 40.65924659992248)))","Removed"
"B193-SYNTURF-0042","B193","B-09","Hamilton Metz Field","East New York Avenue and Albany Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B193-104M","04/06/2006","False","B","MULTIPOLYGON (((-73.94072841713579 40.66234583762441, -73.94076610058748 40.66271966680751, -73.94079238294023 40.66271961009788, -73.94082893996838 40.66277616693007, -73.94175315184647 40.662719292833714, -73.94180102773872 40.66267713597689, -73.94177452387201 40.66227256465911, -73.94175611597464 40.662271619703525, -73.94169315734017 40.662222672655375, -73.94076254834941 40.66228004726462, -73.94076441599786 40.662326199694604, -73.94072841713579 40.66234583762441)))","Removed"
"B192A-SYNTURF-0041","B192A","B-10","Fort Hamilton Athletic Field","Colonial Road and 83rd Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B192-100M","10/26/2001","False","B","MULTIPOLYGON (((-74.03816218623996 40.626562404055825, -74.03811270686937 40.626482241777246, -74.0380420037198 40.626411918378004, -74.03795330645318 40.626354645808206, -74.03785066458963 40.62631303780318, -74.03717580936352 40.62615450624066, -74.03707524002938 40.62614454924847, -74.03697399914748 40.62614906734197, -74.03687564410768 40.626167902687975, -74.03678362920253 40.62620039230647, -74.03670118982511 40.62624539512147, -74.03663122312486 40.626301329817906, -74.0365761852155 40.62636623070247, -74.03653801202542 40.62643781796528, -74.03651804487504 40.62651357514432, -74.03651698442427 40.62659084099012, -74.03653486825527 40.626666899523194, -74.0365710685513 40.626739079091934, -74.03662431341029 40.62680484331987, -74.03669273179842 40.62686188024549, -74.0367739197779 40.62690818605354, -74.03686502327886 40.626942134392976, -74.03753902003605 40.62710393513525, -74.03765816153785 40.62711224219074, -74.03777680477423 40.62710051091853, -74.03788921644657 40.62706930693496, -74.03798995929695 40.6270201404257, -74.03799217313221 40.62680229312801, -74.03801090827847 40.62675344273618, -74.03816218623996 40.626562404055825)))","Inactive"
"B166D-SYNTURF-0039","B166D","B-18","Joseph T. McGuire Fields Softball","Bergen Avenue and Avenue X","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B166-194/494","10/03/2002","False","B","MULTIPOLYGON (((-73.89887646388506 40.61825487249663, -73.89820963966761 40.617653169826916, -73.89805777948449 40.6177511569554, -73.89793500157367 40.617990860424094, -73.89790208138523 40.61804944341709, -73.89786156715887 40.6181659186663, -73.89786124263561 40.61820423195441, -73.89784974763236 40.61836018841468, -73.89786367676953 40.618453123774444, -73.89795724459177 40.618811148734956, -73.89807786857824 40.618977638737775, -73.89808105179047 40.618975648706694, -73.8984699925591 40.61873247304468, -73.89847413626588 40.618729881402324, -73.89836767752095 40.61863101186479, -73.89887405366046 40.618312211064634, -73.89887646388506 40.61825487249663)))","Active"
"B163-SYNTURF-0038","B163","B-05","Sperandeo Brothers Playground","Cleveland Street and Atlantic Avenue","Field Group","Non-Infill","Not Applicable","true","DPR","NULL","DPR","NULL","Capital","CNYG-1508M PLANYC","06/06/2011","False","B","MULTIPOLYGON (((-73.88502423380817 40.67742319633425, -73.88504860947756 40.677411431142296, -73.88505216594167 40.67738962601342, -73.88491595693023 40.67686834356233, -73.88490213649504 40.67685219250074, -73.8848770274024 40.67684971977894, -73.88438777410393 40.676921661265794, -73.88435946404998 40.676932307525966, -73.8842475964658 40.67706719130882, -73.88424366747753 40.67709358956847, -73.88434460788925 40.67748208788273, -73.88436507717049 40.67750697618926, -73.88440251296277 40.67751404322985, -73.88502423380817 40.67742319633425)))","Active"
"B146-SYNTURF-0035","B146","B-10","Leif Ericson - Dust Bowl","8th Avenue and 65th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","B146-108M","05/25/2010","False","B","MULTIPOLYGON (((-74.01317189717238 40.632195465936924, -74.01312293572526 40.63224336925642, -74.01314049016848 40.6322630598075, -74.01300917894572 40.632396969350275, -74.01281350306266 40.63259469942861, -74.01370700373816 40.633134792659845, -74.0137654268697 40.63312932042926, -74.01413738479417 40.632766147221616, -74.01410297755885 40.63274530352586, -74.01412564716274 40.63272087866099, -74.0132496404606 40.63218861035624, -74.01317189717238 40.632195465936924)))","Removed"
"B129-SYNTURF-0032","B129","B-13","Kaiser Park","Bayview Avenue and Neptune Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B129-103M","12/12/2005","False","B","MULTIPOLYGON (((-73.99629600634316 40.579797217789825, -73.99631698600618 40.5798613024534, -73.9963533271857 40.579921259599445, -73.99640374736616 40.57997497114087, -73.99646646203898 40.58002053689877, -73.9965345082991 40.58004233345284, -73.99660786558537 40.580048536650246, -73.99694786473705 40.58000881596828, -73.99701650370021 40.579985568043064, -73.99707099150149 40.579946155311376, -73.99713437823009 40.57983618221853, -73.99714287656504 40.57971623263337, -73.9969975990017 40.57896450568309, -73.99694510912241 40.57884965145921, -73.99684208164308 40.57875679473497, -73.99682239025671 40.578843999142975, -73.99629271230366 40.57890331069841, -73.99623084398912 40.57882396711109, -73.99616805796299 40.57893282668792, -73.99615698921723 40.579051446950174, -73.99629600634316 40.579797217789825)))","Active"
"B126-SYNTURF-0031","B126","B-06","Red Hook  Soccer-01","Bay Street and Court Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B126-101M","12/19/2002","False","B","MULTIPOLYGON (((-74.00295340804469 40.6713295909936, -74.00320606954631 40.67080362115084, -74.00213742766879 40.67050403190111, -74.00188319415889 40.67102999854088, -74.00295340804469 40.6713295909936)))","Active"
"B111-SYNTURF-0025","B111","B-06","J.J. Byrne Playground","4th Avenue and 3rd Street","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","B111-107M","04/29/2009","False","B","MULTIPOLYGON (((-73.98501497020642 40.67294604045123, -73.98494401578876 40.67303363780108, -73.98486968112412 40.67306295962761, -73.98481289307696 40.673109794239835, -73.98478043356931 40.67316854946151, -73.98477617654727 40.673232208111536, -73.98470024297124 40.67332143097945, -73.98471488233234 40.67332937636884, -73.98470555977873 40.67334042445, -73.98552233139036 40.67373521417318, -73.98559055304051 40.67372705056371, -73.98589863152178 40.67335639081174, -73.98503879205622 40.67294449466549, -73.98503056039719 40.67295419034158, -73.98501497020642 40.67294604045123)))","Active"
"B109-SYNTURF-0024","B109","B-15","Bill Brown Playground","Bedford Avenue and Avenue X","Field Group","Infill","Uncoated Sand","false","DPR","NULL","DPR","NULL","Capital","CNYG-1208M PLANYC","06/16/2011","False","B","MULTIPOLYGON (((-73.94589341222898 40.59199096570341, -73.9453904661251 40.592043409289076, -73.94537130230648 40.59205437665665, -73.94536700065049 40.592072347252305, -73.94549332992568 40.59274317629045, -73.94550659952483 40.592765048184795, -73.94553744531495 40.592770320962686, -73.94603717448831 40.59271599403148, -73.94606689681848 40.59270523682886, -73.94607353793171 40.59268067187501, -73.94594747718715 40.5920125415671, -73.9459255374004 40.59199433887622, -73.94589341222898 40.59199096570341)))","Active"
